,local,name,address,number
903,경상북도,직지점,경북 김천시 대항면복전리548-32,054-436-8998
904,경상북도,신음점,경북 김천시 신음동1302-5,054-435-2292
905,대구광역시,침산점,대구광역시 북구 침산동456-7침산2지구아파트101-12,053-353-9959
906,경상북도,인의황상점,경북 구미시 여헌로14길 10,054-474-7940
907,경상북도,덕곡율곡점,"경북 김천시 아포대로 22, 외2필지(덕곡동)",054-437-9992
908,경상북도,아포점,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
909,경상북도,지좌점,경북 김천시 황산2길 36 (지좌동),054-434-1919
910,대구광역시,팔달점,대구광역시 서구 서대구로68길 58(비산동),053-352-9959
911,대구광역시,칠곡2지구점,대구광역시 북구 구암동 684-5,053-326-9949
912,대구광역시,태전점,"대구광역시 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
913,대구광역시,금호샛별점,대구광역시 북구 한강로 6길3.1층(사수동),053-311-7999
914,경상남도,회원1동점,경남 창원시 마산회원구 회원동 29-15,055-244-0116
915,경상남도,합천점,"경남 합천군 합천읍 옥산로 57-1, 1층",055-931-0388
916,경상남도,합성점,창원시 마산회원구 합성동 322-42,055-297-4406
917,경상남도,함안점,경남 함안군 함안면 북촌2길 64,055-583-8592
918,경상남도,하동점,경남 하동군 하동읍 중앙2길 10-4,055-884-1377
919,경상남도,팔용점,창원시 의창구 팔용동 194-7 1층,055-297-9218
920,경상남도,통영1점,"경남 통영시 중앙로 255, 103호(북신동,동우상가동)",055-649-9233
921,경상남도,태룡점,밀양시 단장면 태룡리 407-5,055-356-0274
922,경상남도,칠원점,경남 함안군 칠원읍 구성길 3,055-587-3037
923,경상남도,창선점,경남 남해군 창선면 상죽리 131,055-867-4406
924,경상남도,진성점,"경남 진주시 진성면 동부로 1348, 2층",055-758-3236
925,경상남도,지산점,창원시 마산합포구 진북면 지산리 250-16,055-271-4348
926,경상남도,지곡점,경남 함양군 지곡면 병곡지곡로 963-1,055-963-6050
927,경상남도,중앙점,"경남 진주시 진주대로 1022-1, 1층(동성동)",055-747-7992
928,경상남도,주공점,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)",055-687-6333
929,경상남도,제일점,경상남도 밀양시 밀양대로 1781-1(삼문동),055-354-8592
930,경상남도,장평점,경남 거제시 장평동 626-8,055-637-1950
931,경상남도,자은점,창원시 진해구 자은동 975-12 1층 102호,055-551-9991
932,경상남도,자산점,창원시 마산합포구 자산동 189-3,055-248-1581
933,경상남도,일반성점,경남 진주시 일반성면 창촌리 47-1,055-754-6786
934,경상남도,위천점,경남 거창군 위천면 장기리 418-18,055-942-6102
935,경상남도,웅천점,창원시 진해구 북부동 560-4 대풍연립 101,055-545-1996
936,경상남도,웅양점,경남 거창군 웅양면 웅양로 1428,055-942-8858
937,경상남도,용현점,경상남도 사천시 용현면 진삼로 626,055-832-7772
938,경상남도,용원점,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호,055-552-1881
939,경상남도,옥포점,경남 거제시 옥포동 546-18,055-687-9292
940,경상남도,옥수점,경남 거제시 능포동 717-2,055-681-9252
941,경상남도,안의점,경남 함양군 안의면 금천리 160-5,055-962-0185
942,경상남도,신월점,"경상남도 창원시 의창구 창이대로570번길 13-3, 1층 107호(신월동)",055-264-9248
943,경상남도,신반점,경남 의령군 부림면 신반리 168-9,055-574-7709
944,경상남도,수월점,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)",055-636-9297
945,경상남도,수산점,경상남도 밀양시 하남읍 시서상가길 11,055-391-5008
946,경상남도,수동점,경남 함양군 수동면 화산리 1201-6,055-963-2292
947,경상남도,서상점,경남 함양군 서상면 서상로 263,055-963-8834
948,경상남도,상봉점,경남 진주시 북장대로 81번길 11(상봉동),055-746-9253
949,경상남도,삼랑진점,경남 밀양시 삼랑진읍 만어로 8-4 1층,055-351-2305
950,경상남도,삼계점,창원시 마산회원구 내서읍 삼계리 637번지,055-232-9222
951,경상남도,삼가점,경남 합천군 삼가면 삼가중앙길 21-18,055-932-9919
952,경상남도,산호점,경상남도 창원시 마산합포구 산호남로 6(산호동),055-245-0272
953,경상남도,산청점,경상남도 산청군 산청읍 친환경로 2668,055-973-7323
954,경상남도,산복점,"경남 창원시 마산회원구 회원남로 14(회원동, 102호)",055-245-5092
955,경상남도,사파점,"경상남도 창원시 성산구 창이대로663번길 5, 102-1호(사파동,미남빌딩)",055-267-8889
956,경상남도,사곡점,"경상남도 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)",055-633-7060
957,경상남도,부곡점,경남 창녕군 부곡면 온천중앙로 46,055-536-7709
958,경상남도,봉평점,"경상남도 통영시 데메4길 45, 1호(도남동,세인상가)",055-644-9290
959,경상남도,반지점,"창원시 성산구 원이대로393번길 17-1 (반지동,2층)",055-237-9294
960,경상남도,반림점,창원시 성산구 중앙동 74-6 1층 B호,055-261-3266
961,경상남도,동천점,경남 남해군 삼동면 동부대로 1235,055-867-7273
962,경상남도,동마산점,창원시 마산회원구 구암남3길 13(구암동),055-295-6422
963,경상남도,대산점,경상남도 함안군 대산면 대산중앙로 214,055-582-8521
964,경상남도,대방점,"창원시 성산구 대정로 131 213(대방동,대방덕산타운상가 213호)",055-275-9917
965,경상남도,남해점,경남 남해군 남해읍 화전로78번길 17,055-864-5894
966,경상남도,남면점,경남 남해군 남면 남서대로 777,055-862-7574
967,경상남도,남.이동점,경남 남해군 이동면 무림로 81-1,055-863-0840
968,경상남도,남.고현점,경남 남해군 고현면 대사리 757-1,055-863-0920
969,경상남도,군북점,경남 함안군 군북면 중암리 60-1,055-585-9200
970,경상남도,구조라점,경남 거제시 일운면 구조라리 375,055-681-9797
971,경상남도,구암점,경상남도 창원시 마산회원구 구암북2길 6(구암동),055-299-2450
972,경상남도,공단점,경남 진주시 상평동 227 동국1차(아)상가 102,055-758-3534
973,경상남도,고현점,경상남도 거제시 거제중앙로27길 15(고현동),055-635-7649
974,경상남도,거창점,경남 거창군 거창읍 상림리 42-10,055-944-4776
975,경상남도,가음정점,창원시 성산구 남산동 601-1 창남상가 1층 108,055-262-9912
976,경상남도,가야점,경남 함안군 가야읍 도항리 95-1 1층,055-583-8021
977,경상남도,가곡점,경남 밀양시 가곡동 608-4,055-354-1628
978,경상남도,소주동점,경상남도 양산시 대평들2길 17(주남동),055-362-2918
979,경상남도,명동점(양),경상남도 양산시 신명동 7길 56(명동),055-362-3555
980,경상남도,평산점,"경상남도 양산시 신명로 82, 107동 103호(평산동, 동일스위트1차)",055-386-9994
981,경상남도,덕계점,경상남도 양산시 덕계2길 20(덕계동),055-363-9901
982,경상남도,칠산점,경상남도 김해시 칠산로 399번길 8(화목동),055-338-9982
983,경상남도,무계점,"경상남도 김해시 장유로 301번길 3, 207호(무계동,청학프라자)",055-322-8886
984,경상남도,율하점,"경상남도 김해시 율하2로 123, 113동 106호(율하동,율현마을동원로얄듀크아파트1차상가)",055-321-9288
985,경상남도,갑오점,경남 김해시 장유면 대청리 332-4 대청프라자 A-218,055-332-7891
986,경상남도,주촌점,경남 김해시 주촌면 서부로 1499번길 21,055-337-9240
987,경상남도,진례1호점,경상남도 김해시 진례면 고모로 214,055-345-9989
988,경상남도,빙그레점,경남 김해시 한림면 김해대로 914(가동),055-345-9957
989,경상남도,진영신도시점,경남 김해시 진영읍 김해대로 365번길 18 105,055-342-6080
990,경상남도,명동점(김),경상남도 김해시 한림면 명동로 7,055-345-2864
991,경상남도,생림점,경상남도 김해시 생림면 생림대로 960,055-323-3980
992,경상남도,삼계점,경남 김해시 가야로30번길 17(삼계동),055-332-9282
993,경상남도,외동점,경남 김해시 외동 1246-3,055-335-4455
994,경상남도,부원점,경상남도 김해시 김해대로 2325번길 22 (부원동),055-322-9290
995,경상남도,어방점,"경상남도 김해시 활천로 214번길5,101호(어방동,송대아트빌라)",055-327-8292
996,경상남도,삼방시장점,경상남도 김해시 삼안로 237(삼방동),055-312-8255
997,경상남도,내원점,경남 양산시 하북면 용연리 510-4,055-375-3692
998,경상남도,석계점,경상남도 양산시 상북면 상북중앙로 349,055-374-7723
999,경상남도,대석리점,경상남도 양산시 상북면 대성2길 7,055-375-3350
1000,경상남도,어곡점,경남 양산시 어곡동 9-3 외 4 필지 로얄파크빌상가 B09호,055-367-9298
1001,경상남도,양산1호점,경남 양산시 북부동 428-8,055-366-5592
1002,경상남도,중부점,"경상남도 양산시 양주로 110,상가동 1층 106호(중부동,현대아파트)",055-383-9133
1003,경상남도,범어점,경남 양산시 물금읍 동중1길 28,055-367-9494
1004,경기도,화도점,경기도 남양주시 화도읍 비룡로 331,031-593-0808
1005,경기도,마석점,경기도 남양주시 화도읍 마석로17번 안길 1-4,031-593-4045
1006,경기도,창현점,"경기도 남양주시 화도읍 경춘로창벌2길 12, 1층",031-592-1441
1007,경기도,평내점,경기 남양주시 평내동 142,031-591-0993
1008,경기도,평내2호점,경기도 남양주시 경춘로 1286 안길 3-5,031-595-8295
1009,경기도,도농점,"경기도 남양주시 경춘로 386, 1층(도농동)",031-555-6009
1010,경기도,별내점,경기도 남양주시 별내동 1023번지 104호,031-553-3311
1011,경기도,퇴계원점,경기도 남양주시 퇴계원면 퇴계원로 78번길 1,031-572-1999
1012,경기도,사능점,경기도 남양주시 진건읍 진건오남로 86번길 30,031-574-0505
1013,경기도,오남점,"경기도 남양주시 오남읍 진건오남로512번길 23, 110호~111호",031-513-9292
1014,경기도,내각점,경기도 남양주시 진접읍 내각2로 33,031-573-6221
1015,경기도,진접택지점,경기도 남양주시 진접읍 해밀예당로23로 121,031-573-9888
1016,경기도,장현산호점,경기도 남양주시 진접읍 금강로 1530-16(산호아파트상가 106호),031-571-5394
1017,경기도,광릉점,경기도 남양주시 진접읍 부평로 42(진접센트레빌시티),031-515-1092
1018,경기도,광적점,경기도 양주시 광적면 가래비길 67,031-836-9191
1019,경기도,은현점,경기도 양주시 은현면 선암리 335-1,031-867-6966
1020,경기도,남면점,경기도 양주시 남면 화합로 610번길 87,031-859-9592
1021,경기도,문산점,"경기도 파주시 문산읍 우계로 472, 1동 104호(두산위브상가)",031-953-9233
1022,경기도,야동점,경기도 파주시 창곡동길 47,031-943-9282
1023,경기도,봉일천점,경기도 파주시 조리읍 봉천로 18,031-941-0444
1024,경기도,교하점,"경기도 파주시 청석로 334, 102호(다율동, 청석마을동문굿모닝힐상가)",031-946-9955
1025,경기도,운정점,"경기도 파주시 한울로84, 1층",031-946-0092
1026,경기도,가좌대화점,경기도 고양시 일산서구 가좌1로 73,031-921-9249
1027,경기도,SBS점,"경기도 고양시 일산서구 일현로128, 103호",031-919-9201
1028,경기도,구일산점,경기도 고양시 일산서구 고양대로 706-25,031-977-9270
1029,경기도,정발산점,경기도 일산동구 산두로 213번길,031-916-9043
1030,경기도,풍동점,경기도 고양시 일산동구 숲속마을1로 48번길 42 103호,031-904-8592
1031,경기도,백석점,"경기도 고양시 일산동구 장백로 59, 104호 (백석동,흰돌마을)",031-962-0903
1032,경기도,원당점,경기도 고양시 덕양구 마상로154번길 2(성사동),031-968-9892
1033,경기도,고양점,경기도 고양시 덕양구 혜음로 8 삼라마이다스프라자 112호,031-966-6692
1034,경기도,사리현점,경기도 고양시 일산동구 공릉천로 32,031-969-9555
1035,경기도,화정부영점,경기도 고양시 덕양구 화중로 220 달빛마을 ,031-968-3392
1036,경기도,별빛점,경기도 고양시 덕양구 화정동 화신로 2811,031-972-3392
1037,경기도,화정주공점,"경기도 고양시 덕양구 백양로 6, 17단지 상가 101호",031-938-0404
1038,경기도,가라뫼점,경기도 고양시 덕양구 행신로 311번길 16,031-978-9277
1039,경기도,원흥점,"경기도 고양시 덕양구 서삼릉1길 70, 1층일부(원흥동)",031-965-9292
1040,경기도,삼송리점,경기도 고양시 삼송로 185번길 4,02-381-1188
1041,경기도,구리점,경기도 구리시 원수택로 47-1,031-562-8292
1042,경기도,청학점,경기도 남양주시 별내면 청학로68번길 23-1 상가 101호,031-821-7766
1043,경기도,민락2호점,경기도 의정부시 오목로225번길 79-16 1층(민락동),031-853-8321
1044,경기도,민락점,경기도 의정부시 효자로 10-0 송산중앙 112호,031-852-9188
1045,경기도,금오점,경기도 의정부시 추동로94,031-847-9222
1046,경기도,의정부5호점,경기도 의정부시 경의로 86(의정부동),031-876-3737
1047,경기도,가능점,경기도 의정부시 호국로 1188,031-873-8666
1048,경기도,녹양점,경기도 의정부시 녹양로 62번길 31,031-874-5895
1049,경기도,산북점,경기도 양주시 평화로 1267번길 6,031-840-6277
1050,경기도,도곡점,경기도 남양주시 와부읍 도곡로 1032-1,031-577-2054
1051,경기도,단월점,경기도 양평군 단월면 보산정길 2,031-773-7000
1052,경기도,용문점,경기도 양평군 용문면 중앙1길 21,031-774-5420
1053,경기도,양수리점,경기도 양평군 양서면 목왕로 19-1 1층,031-772-7974
1054,경기도,설악점,"경기도 가평군 설악면 신천중앙로 137-1, 1층",031-585-1282
1055,경기도,청평점,경기도 가평군 청평면 청평중앙로 64,031-585-8960
1056,경기도,가평점,"경기도 가평군 가평읍 가화로 133, 1층",031-582-9191
1057,경기도,가평목동점,경기도 가평군 북면 화악산로 11,031-582-7114
1058,경기도,현리점,경기도 가평군 하면 청군로 1185,031-585-2567
1059,경기도,호원점,경기도 의정부시 호원동 454-14,031-871-7959
1060,경기도,장암점,"경기도 의정부시 동일로 466번길 70, 1층 106호(신곡동)",031-848-5592
1061,경기도,신곡점,경기도 의정부시 장금로78번길 49(신곡동),031-856-8286
1062,경기도,송우리점,경기도 포천시 소흘읍 태봉로 166번길 5,031-554-9696
1063,경기도,가산점,경기도 포천시 가산면 가산로 370,031-543-0575
1064,경기도,포천점,경기도 포천시 호병로 55,031-535-9292
1065,경기도,관인점,경기도 포천시 관인면 관인로 21,031-534-9555
1066,경기도,전곡점,경기도 연천군 전곡읍 밤골로 6,031-832-9942
1067,경기도,상패점,경기도 동두천시 상패로 186,031-865-1102
1068,경기도,동두천1호점,경기도 동두천시 지행로107번길 29(지행동),031-865-9994
1069,경기도,동두천2호점,"경기도 동두천시 동두천로63, 1층 102호(송내동, 상가동)",031-858-9252
1070,경기도,덕정점,경기도 양주시 덕정길 50 가-1 4필지,031-858-9297
1071,경기도,삼숭점,경기도 양주시 삼숭로38번길 102,031-846-9294
1072,경기도,월곶군하점,경기도 김포시 월곶면 군하리 170번지,032-997-1195
1073,경기도,대곶점,경기도 김포시 대곶면 송마리 3-18,031-984-9288
1074,경기도,대능,경기도 김포시 대곶면 대능리 150-1,031-997-9242
1075,경기도,구래,김포시 김포 한강9로 12번길 8-6 (구래동 6896-14),031-996-3392
1076,경기도,장기점,경기도 김포시 장기동 1407,031-989-9242
1077,경기도,사우북변,경기도 김포시 사우동 225-3 103호,031-983-9208
1078,경기도,풍무,경기도 김포시 풍무동 629 1층 103호,031-983-3889
1079,경기도,케이준 덕풍점,경기도 하남시 덕풍동 335-7번지,032-791-7942
1080,경기도,태평,경기도 평택시 고덕면 궁리 75,031-664-5548
1081,경기도,평택세교,경기도 평택시 세교2로 45 상가 109,031-656-9366
1082,경기도,장안점,경기도 평택시 추담로 58-78,031-665-8842
1083,경기도,현대,경기도 평택시 이충동 381 현대상가 103호,031-663-9959
1084,경기도,서정1호점,경기도 평택시 서정동 871-19,031-663-8892
1085,경기도,지산서정점,경기도 평택시 서정동 799-2,031-667-8253
1086,경기도,고현점,경기도 오산시 고현동 17,031-378-8292
1087,경기도,누읍점,경기도 오산시 누읍로 20,031-373-9282
1088,경기도,궐동,경기도 오산시 궐동 673-1 1층 (616-6),031-372-8998
1089,경기도,오산세교점,경기도 오산시 수청동589-2,031-378-6606
1090,경기도,은계,경기도 오산시 은계동 33-3,031-377-9245
1091,경기도,금호,"경기도 수원시 권선구 금호로 285,2층(호매실동)",031-891-1515
1092,경기도,서수원,경기도 수원시 권선구 구운동 525-4,031-291-7885
1093,경기도,송죽조원,경기도 수원시 장안구 송죽동 500,031-245-6966
1094,경기도,화서,경기도 수원시 팔달구 화서동 184-348,031-247-5754
1095,경기도,권선,경기도 수원시 권선동 1028-6번지,031-222-8202
1096,경기도,곡반정,경기도 수원시 권선구 곡반정동 569-16,031-235-9282
1097,경기도,매탄,경기도 수원시 영통구 매탄동 196-79,031-212-2457
1098,경기도,광교점,경기도 수원시 영통구 법조로 149번길 190,031-215-9282
1099,경기도,흥덕,경기도 수원시 영통구 삼성로 320번길 35 101-102,031-217-9283
1100,경기도,오목천,경기도 수원시 권선구 오목천동 472-40,031-227-1033
1101,경기도,기안,경기도 화성시 기안동 355-16,031-224-5646
1102,경기도,봉담,경기도 화성시 봉담읍 상리15-10,031-227-0052
1103,경기도,동탄2점,경기도 화성시 지산1길 22-1 103호(영천동),031-378-6644
1104,경기도,동탄1호점,경기도 화성시 동탄 반송3길 50-7. 1층(반송동),031-613-9924
1105,경기도,병점점,경기도 화성시 병점3로 157 상가 106,031-222-7292
1106,경기도,반도체,경기도 화성 태안 반월 360-8,031-202-2374
1107,경기도,신영통점,경기도 용인시 기흥구 서천서로12번길 4-11,031-206-9266
1108,경기도,영통,"경기도 수원시 영통구 청면남로50번길 24, 101",031-202-9966
1109,경기도,남양,경기도 화성시 남양동 547,031-357-9980
1110,경기도,팔탄,경기도 화성시 팔탄면 서촌길 16,031-352-6787
1111,경기도,서근리,"경기도 화성시 팔탄면 버들로 1374(서근리), 1층",031-352-0787
1112,경기도,안중점,경기도 평택시 안중읍 안중로18번길 2-19,031-681-9688
1113,경기도,향남점,"경기도 화성시 향남읍 행정동로 86, 103호",031-354-9124
1114,경기도,발안점,경기도 화성시 향냠읍 평리 101-9,031-353-0015
1115,경기도,왕림점,경기도 화성시 봉담읍 왕림 405-1,031-298-6196
1116,경기도,성남태평,경기도 성남시 수정구 태평동 2359,031-755-9990
1117,경기도,금광,경기도 성남시 중원구 금광동 4314 104호,031-732-9229
1118,경기도,상대원,경기도 성남시 중원구 상대원동 1132,031-604-0123
1119,경기도,수지상현점,경기도 용인시 상현동 859 롯데아파트상가 116호,031-266-9292
1120,경기도,성남점,경기도 성남시 수정구 성남대로 1180번길 5-1(수진동),031-754-3384
1121,경기도,야탑점,경기도 성남시 분당구 야탑로 153번길 9- 103호(야탑동),031-709-1577
1122,경기도,동판교,경기도 성남시 분당구 동판교로 52번길 9-3(백현동),031-704-9222
1123,경기도,서현분당,"경기도 성남시 분당구 분당로 212, 상가동 102호(분당동, 샛별마을)",031-703-9285
1124,경기도,케이준 분당정자점,경기도 성남시 분당구 내정로 119번길 36(정자동1층),031-719-2443
1125,경기도,구미금곡점,경기도 성남시 분당구 미금일로 81,031-713-9288
1126,강원도,휘닉스파크점,"강원도 평창군 봉평면 태기로 30, A동 2층 101호(아벨라상가)",033-333-1114
1127,강원도,횡계점,강원도 평창군 대관령면 횡계리 321-12,033-335-5232
1128,강원도,화촌점,강원도 홍천군 화촌면 성산로134번길 15,033-432-8216
1129,강원도,화천점,강원도 화천군 화천읍 중앙로 26-2,033-441-6791
1130,강원도,홍천점,강원도 홍천군 홍천읍 꽃뫼로 137,033-433-5392
1131,강원도,호산점,강원도 삼척시 원덕읍 호산2길 67-1,033-572-9095
1132,강원도,현리점,강원도 인제군 기린면 덕다리길 8,033-461-5406
1133,강원도,혁신점,"강원도 원주시 양지로 160-2, 107호(반곡동, 부영A상가)",033-746-0909
1134,강원도,학성점,"강원도 원주시 학성길 46, 상가동 1층 103호(학성동, 삼천리아파트)",033-744-2101
1135,강원도,퇴계점,강원도 춘천시 행촌로32번길 16(퇴계동),033-256-5149
1136,강원도,태장소초점,강원도 원주시 소초면 치악로 2355,033-732-0095
1137,강원도,태장1점,강원도 원주시 현충로 148(태장동),033-745-8800
1138,강원도,태백점,"강원도 태백시 황지로 44. 107호(황지동, 우남연립)",033-553-4560
1139,강원도,천도리점,강원도 인제군 서화면 천도로 133-1,033-462-0990
1140,강원도,천곡점,강원도 동해시 감추로 16(천곡동),033-533-5999
1141,강원도,중동점,강원도 영월군 중동면 태백산로 1199,033-378-2200
1142,강원도,주천점,강원도 영월군 주천면 주천면 주천로84번길 1,033-372-9262
1143,강원도,조양점,"강원도 속초시 새마을길 5, 1층(조양동)",033-632-7111
1144,강원도,정선점,강원도 정선군 정선읍 비봉로 58-1,033-562-7447
1145,강원도,정선남면점,강원도 정선군 남면 문은단로 3,033-592-8288
1146,강원도,정동진점,강원도 강릉시 강동면 정동3길 46-4,033-644-5831
1147,강원도,임원점,강원도 삼척시 원덕읍 임원중앙로 37,033-573-6334
1148,강원도,일산점,"강원도 원주시 무실로 50(일산동, 지상1층)",033-731-5688
1149,강원도,인제점,강원도 인제군 인제읍 비봉로16번길 5,033-461-1666
1150,강원도,원통점,강원도 인제군 북면 원통로147번길 32,033-461-3269
1151,강원도,우산점,강원도 원주시 우산동 90-3번지,033-748-2777
1152,강원도,장호용화점,강원도 삼척시 근덕면 삼척로 2127,033-573-1239
1153,강원도,용대리점,"강원도 인제군 북면 미시령로 1150, 1층",033-462-9333
1154,강원도,오크밸리점,"강원도 원주시 지정면 오크밸리1길 70, 1층(빌리지센타)",033-730-3737
1155,강원도,양양점,강원도 양양군 양양읍 남문7길 5,033-671-4743
1156,강원도,양양동호점,강원도 양양군 손양면 선사유적로 316-20,033-672-6787
1157,강원도,양덕원점,강원도 홍천군 남면 양덕원2길 30,033-432-0880
1158,강원도,양구점,강원도 양구군 양구읍 사명길 66,033-481-9998
1159,강원도,아야진점,강원도 고성군 토성면 아야진리 49-3,033-631-1130
1160,강원도,쌍용점,강원도 영월군 한반도면 쌍용로 82-1,033-372-5261
1161,강원도,신남점,강원도 인제군 남면 신남로48번길 19,033-461-8295
1162,강원도,시동점,강원도 홍천군 남면 시동안로 321,033-432-0939
1163,강원도,수타사점,강원도 홍천군 동면 속초길 6,033-436-9992
1164,강원도,석사점,강원도 춘천시 효석로67번길 18-1(석사동),033-262-6592
1165,강원도,서화점,강원도 인제군 서화면 금강로 1777-1,033-463-4855
1166,강원도,서원점,강원도 횡성군 서원면 서원로 144-2,033-342-2224
1167,강원도,서면점,강원도 홍천군 서면 팔봉산로 1180,033-434-5605
1168,강원도,북방점,강원도 홍천군 북방면 영서로 2706,033-434-8824
1169,강원도,부영점,강원도 속초시 조양로 142번길 15(조양동),033-635-0605
1170,강원도,부안점,강원도 춘천시 보안길 42(후평동),033-251-1677
1171,강원도,봉포점,강원도 고성군 토성면 토성로 65,033-635-7575
1172,강원도,명륜점,"강원도 원주시 남원로527번길 66, 1층 (명륜동)",033-762-7778
1173,강원도,마차점,강원도 영월군 북면 마차중앙1길 39-1,033-372-3940
1174,강원도,동해본점,"강원도 동해시 해안로 635-4, 1층(발한동)",033-533-9383
1175,강원도,동면점,강원도 양구군 동면 금강산로 1554,033-481-7130
1176,강원도,단관점,"강원도 원주시 단관길 177-9(관설동, 1층)",033-766-9266
1177,강원도,단계점,강원도 원주시 북원로2246번길 45(단계동),033-731-0101
1178,강원도,내면점,강원도 홍천군 내면 창촌로 33-1,033-432-1763
1179,강원도,남양점,"강원도 삼척시 중앙시장길 68-26(남양동, 단층일부)",033-574-4582
1180,강원도,남부점,강원도 춘천시 공지로 354(효자동),033-254-3503
1181,강원도,남면점,강원도 양구군 남면 삼팔선로 10,033-481-2521
1182,강원도,금호점,강원도 속초시 중앙로121번길 6(금호동),033-633-2239
1183,강원도,근덕점,강원도 삼척시 근덕면 교가길 22-9,033-573-9293
1184,강원도,구곡점,"강원도 원주시 늘품로 8, 101호(단구동)",033-762-8989
1185,강원도,교동점,강원도 속초시 교동 먹거리4길 33(교동),033-632-3370
1186,강원도,계촌점,강원도 평창군 방림면 계촌길 58,033-333-9950
1187,강원도,거두점,강원도 춘천시 동내면 거두택지길 32(1층),033-261-0552
1188,강원도,강현점,강원도 양양군 강현면 물치천로 12,033-671-4201
1189,강원도,강릉교동점,"강원도 강릉시 율곡초교길39번길 18, 1층(교동)",033-648-9911
1190,강원도,강대점,"강원도 춘천시 서부 대성로 182-1, 1층(효자동)",033-251-7782
1191,강원도,문혜리점,강원도 철원군 갈말읍 두루미로 100-1,033-452-5592
1192,충청북도,칠금봉방점,충북 충주시 연수동 1245,043-853-9288
1193,충청북도,청전점,충북 제천시 숭문로20길 26(의림동),043-648-9222
1194,충청북도,제천A점,"충북 제천시 숭의로1길 2, 1층(화산동)",043-642-6992
1195,충청북도,이류점,충북 충주시 대소원면 대소원1길 21,043-851-9289
1196,충청북도,연수점,충북 충주시 금릉동 708-2,043-845-9201
1197,충청북도,수안보점,충북 충주시 수안보면 장터1길 19,043-848-7278
1198,충청북도,부강점,충북 충주시 교현동 1087,043-843-5163
1199,충청북도,금가점,충북 충주시 금가면 강수로 335,043-853-9191
